Sex,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots
M,17.5,117.95,290,185,315,790,456.34
M,17.5,73,180,112.5,205,497.5,363.24
M,17.5,64.65,200,97.5,270,567.5,451.59
M,17.5,58.8,182.5,102.5,215,500,429.15
M,17.5,92.55,260,157.5,312.5,730,465.55
M,17.5,74,187.5,105,245,537.5,388.96
M,17.5,58.9,192.5,115,245,552.5,473.54
M,17.5,65.96,202.5,117.5,197.5,517.5,405.66
M,17.5,52.25,220.5,130.5,145,496,472.91
M,17.5,80.95,185,110,255,550,376.64
M,17.5,91.3,247.5,135,255,637.5,409.27
M,17.5,90.9,270,160,275,705,453.59
M,17.5,73,197.5,127.5,225,550,401.57
M,17.5,65.55,75,142.5,160,377.5,297.29
M,17.5,73.4,185,110,225,520,378.3
M,17.5,101.25,275,185,287.5,747.5,457.65
M,18,82.35,215,125,245,585,396.68
M,17,65.9,238,147.5,250,635.5,498.49
M,17,90.5,237.5,132.5,277.5,647.5,417.51
M,17.5,72.25,210,137.5,260,607.5,446.6
M,17.5,56.95,155,90,215,460,405.72
M,17.5,91.1,250,160,285,695,446.67
M,17.5,50.85,137.5,95,165,397.5,388.97
M,17.5,82.25,240,147.5,247.5,635,430.89
M,17.5,71.45,227.5,127.5,275,630,466.63
M,17,57.65,167.5,107.5,215,490,427.66
M,17.5,90.35,212.5,150,300,662.5,427.54
M,17,58.6,195,112.5,205,512.5,441.14
M,16.5,66,185,127.5,230,542.5,425.06
M,16.5,52.25,147.5,102.5,246.5,496.5,473.39
M,17,73.9,225,150,225,600,434.57
M,16.5,52.85,142.5,95,177.5,415,391.47
M,17,90.4,217.5,147.5,272.5,637.5,411.29
M,17,82.25,280,195.5,295,770.5,522.83
M,16.5,63.05,155,77.5,185,417.5,338.69
M,16.5,58.1,187.5,107.5,210,505,437.84
M,16.5,65.4,180,115,230,525,414.16
M,16.5,91.8,217.5,160,250,627.5,401.77
M,16.5,57.9,160,95,190,445,386.95
M,16.5,58.5,170,95,175,440,379.28
M,16.5,52.15,137.5,77.5,170,385,367.74
M,16,65,182.5,110,212.5,505,400.22
M,22.5,149.45,330,192.5,290,812.5,437.36
M,23,116.4,320,225,322.5,867.5,503.4
M,22.5,92.4,280,190,302.5,772.5,493.04
M,22.5,116.5,310,200,315,825,478.59
M,23,114.85,312.5,192.5,330,835,486.82
M,23,82.5,285,197.5,267.5,750,508.04
M,23,92.65,267.5,162.5,285,715,455.75
M,23,58.35,207.5,115,227.5,550,475.13
M,22.5,92.4,275,167.5,275,717.5,457.94
M,23,73.75,230,145,302.5,677.5,491.35
M,23,150.05,360,195,330,885,475.88
M,22.5,104.3,315,180,285,780,471.69
M,22.5,82.35,257.5,162.5,300,720,488.23
M,22.5,58.3,160,82.5,200,442.5,382.54
M,23,92.6,305,187.5,315,807.5,514.84
M,22.5,65.7,242.5,142.5,250,635,499.23
M,22.5,73.5,247.5,167.5,280,695,505.17
M,22,82.8,242.5,135,280,657.5,444.47
M,22.5,82.65,257.5,160,282.5,700,473.69
M,22,73.8,237.5,155,312.5,705,511.07
M,22.5,92.85,240,140,312.5,692.5,440.95
M,22.5,105,227.5,170,212.5,610,367.89
M,22.5,92.35,260,200,307.5,767.5,489.98
M,22.5,82.05,285,175,277.5,737.5,501.13
M,22.5,103.9,312.5,212.5,322.5,847.5,513.31
M,22,74,250,142.5,270,662.5,479.42
M,22,104,280,190,310,780,472.25
M,22,92.4,260,157.5,255,672.5,429.22
M,21.5,65.6,205,127.5,292.5,625,491.92
M,22,117.8,300,195,320,815,470.99
M,21.5,104.45,317.5,220,366,903.5,546.06
M,21.5,144.25,305,207.5,310,822.5,447.02
M,22,82.5,262.5,172.5,270,705,477.56
M,22,90.65,245,147.5,270,662.5,426.83
M,22,92.05,260,175,260,695,444.4
M,21.5,92.8,285,180,305,770,490.42
M,22,82.95,280,185,337.5,802.5,541.94
M,22,105,300,195,315,810,488.51
M,22,58.7,180,107.5,215,502.5,431.91
M,21.5,114.6,75,200,75,350,204.21
M,22,90.65,272.5,190,270,732.5,471.93
M,22,104.55,300,195,317.5,812.5,490.87
M,21.5,92.35,247.5,157.5,255,660,421.35
M,21.5,73.65,240,160,255,655,475.46
M,21.5,81.1,260,165,290,715,489.11
M,21,52.55,182.5,130.5,175,488,462.79
M,21.5,92.8,292.5,192.5,360.5,845.5,538.51
M,21,73.7,227.5,155,262.5,645,467.99
M,20.5,73.8,225,187.5,272.5,685,496.57
M,21,72.9,212.5,145,260,617.5,451.26
M,21,82.75,280,200,262.5,742.5,502.1
M,21,104.5,270,182.5,272.5,725,438.09
M,21,100.6,287.5,205,325,817.5,501.89
M,21,118.55,302.5,172.5,320,795,458.44
M,21,58.6,192.5,120,252.5,565,486.33
M,20.5,142.1,355,197.5,357.5,910,496.63
M,20.5,81.45,217.5,130,255,602.5,411.13
M,20,52.05,142.5,112.5,190,445,425.83
M,20,104.15,282.5,150,302.5,735,444.74
M,20,79.2,245,142.5,285,672.5,466.49
M,19.5,91.65,277.5,160,255,692.5,443.75
M,19.5,65.95,202.5,135,265,602.5,472.34
M,19.5,91.6,245,190,300,735,471.1
M,20,73.65,202.5,132.5,255,590,428.27
M,19.5,119.15,285,180,307.5,772.5,444.71
M,19.5,65.4,205,117.5,225,547.5,431.91
M,18.5,57.9,190,105,225,520,452.17
M,19,118.3,342.5,210,385.5,938,541.29
M,19,82.4,267.5,175,310,752.5,510.09
M,18.5,104.5,305,182.5,290,777.5,469.81
M,19,137.4,370,215,345,930,512.37
M,18.5,82.1,240,170,260,670,455.11
M,19,65,207.5,147.5,245,600,475.51
M,18.5,72.95,197.5,115,232.5,545,398.1
M,18,73.3,235,112.5,270,617.5,449.64
M,18,65,200,122.5,240,562.5,445.79
M,17.5,92,205,120,215,540,345.38
M,18,80.9,215,140,255,610,417.88
M,18,73.75,212.5,130,230,572.5,415.2
M,18,104.15,255,175,295,725,438.69
M,18,73.15,220,130,260,610,444.78
M,17.5,82.2,200,140,240,580,393.7
M,17.5,64.6,215,115,235,565,449.87
M,17.5,117.4,300,180,282.5,762.5,441.16
M,17.5,73.4,187.5,130,240,557.5,405.58
M,17.5,104.7,250,130,315,695,419.64
M,18,64.9,192.5,105,230,527.5,418.54
M,17.5,82.65,230,157.5,250,637.5,431.39
M,17.5,100.25,250,190,270,710,436.54
M,17.5,91.25,232.5,145,270,647.5,415.8
M,18,77.2,207.5,110,215,532.5,375.16
M,18,82.25,215,125,240,580,393.57
M,17.5,53,150,100,232.5,482.5,453.94
M,18,92.5,245,162.5,270,677.5,432.18
M,18,92.45,257.5,170,270,697.5,445.06
M,18,58.8,190,127.5,185,502.5,431.3
M,17.5,58.6,135,120,185,440,378.74
M,17.5,102.9,265,167.5,277.5,710,431.75
M,17.5,82.95,275,167.5,315,757.5,511.55
M,17.5,57.85,157.5,97.5,175,430,374.19
M,18,117.35,237.5,145,300,682.5,394.93
M,17.5,89.7,230,150,245,625,404.81
M,17.5,90.15,225,145,287.5,657.5,424.78
M,18,65.1,202.5,115,205,522.5,413.61
M,17.5,72.95,197.5,142.5,230,570,416.36
M,17,80.95,202.5,122.5,247.5,572.5,392.05
M,17.5,65.9,222.5,150,207.5,580,454.96
M,17.5,82.8,245,140,265,650,439.4
M,17.5,73.95,205,142.5,215,562.5,407.23
M,16.5,121.4,302.5,165,277.5,745,426.22
M,16.5,91.9,232.5,140,272.5,645,412.76
M,16.5,126.5,230,135,220,585,330.31
M,16.5,86.45,175,127.5,220,522.5,344.96
M,16.5,79.5,212.5,122.5,260,595,411.81
M,16.5,142.25,330,155,260,745,406.46
M,16.5,79.05,245,142.5,302.5,690,479.18
M,16.5,58.9,125,80,155,360,308.55
M,17,82.4,247.5,165,252.5,665,450.78
M,16,130.55,275,172.5,310,757.5,423.62
M,16,65.45,165,110,220,495,390.27
M,16.5,92.2,262.5,160,320,742.5,474.39
M,16.5,65.45,185,110,207.5,502.5,396.18
M,16.5,104.6,247.5,142.5,245,635,383.56
M,16,92.25,257.5,120,292.5,670,427.96
M,16,81.2,180,112.5,262.5,555,379.39
F,23,75.97,180,97.5,182.5,460,445.02
F,22.5,46.36,112.5,55,160,327.5,433.6
F,22.5,67.8,165,115,182.5,462.5,476.26
F,22.5,51.41,132.5,65,140,337.5,414.67
F,22.5,63.19,162.5,75,182.5,420,450.89
F,22,63.33,140,65,160,365,391.32
F,21.5,62.62,175,95,232,502,541.91
F,21.5,81.85,195,117.5,192.5,505,470.51
F,21.5,77.19,210,156,252.5,618.5,593.43
F,20.5,62.81,170,100,197.5,467.5,503.73
F,21,55.89,132.5,77.5,157.5,367.5,426.53
F,20.5,53.61,140,70,165,375,447.6
F,20.5,67.57,162.5,80,177.5,420,433.35
F,20,74.19,160,110,160,430,421.23
F,17.5,51.7,135,67.5,155,357.5,437.52
M,22.5,121.53,295,195,345,835,477.54
M,22.5,160.38,420,256,410.5,1086.5,574.02
M,22.5,104.47,297.5,172.5,320,790,477.42
M,23,92.52,260,177.5,355.5,793,505.81
M,22.5,104.79,287.5,192.5,320,800,482.87
M,22,109.06,320,185,340,845,502.1
M,22,104.75,305,192.5,325,822.5,496.52
M,22,92.62,287.5,185,325,797.5,508.41
M,21.5,82.9,232.5,172.5,265,670,452.62
M,22,84.28,242.5,152.5,242.5,637.5,426.72
M,21.5,92.15,285,167.5,300,752.5,480.91
M,20.5,99.42,290,177.5,270,737.5,455.09
M,21,87.96,240,175,255,670,438.33
M,20.5,58.77,195,120,240,555,476.56
M,20,92.73,285,225.5,285,795.5,506.85
M,19.5,94.53,282.5,172.5,300,755,476.66
M,19.5,100.59,282.5,182.5,280,745,457.4
M,18.5,82.09,267.5,172.5,285,725,492.5
M,19,104.29,272.5,165,320,757.5,458.1
M,17.5,73.77,200,132.5,255,587.5,426.01
M,67.5,66,60,70,80,210,164.54
M,61.5,85,90,100,150,340,226.53
M,61.5,87.65,180,115,180,475,311.33
M,57.5,86.2,160,130,175,465,307.47
M,56.5,90.35,162.5,97.5,192.5,452.5,292.02
M,56.5,57.45,90,60,115,265,231.98
M,56,102.2,210,160,220,590,359.8
M,53.5,116.6,145,132.5,210,487.5,282.72
M,52.5,119.45,220,142.5,240,602.5,346.55
M,52.5,82.4,142.5,92.5,180,415,281.31
M,52.5,103,140,105,200,445,270.5
M,50.5,82.5,165,140,220,525,355.63
M,51,105.9,120,70,210,400,240.42
M,50.5,103.75,180,115,200,495,299.99
M,50.5,56.75,100,70,102.5,272.5,241.08
M,49.5,81.6,140,117.5,170,427.5,291.4
M,49.5,90.8,142.5,100,142.5,385,247.84
M,49,103.75,195,152.5,210,557.5,337.87
M,46.5,118.9,260,185,267.5,712.5,410.46
M,46.5,64.4,130,110,145,385,307.27
M,45.5,103.45,255,155,270,680,412.6
M,45.5,150,240,140,220,600,322.66
M,45.5,82.3,165,102.5,212.5,480,325.6
M,44,112,220,192.5,255,667.5,392.7
M,42.5,71.95,160,100,210,470,346.49
M,42.5,91.85,212.5,157.5,255,625,400.06
M,42.5,102.5,210,177.5,230,617.5,376.11
M,41.5,105.7,230,170,255,655,393.98
M,42,127.3,270,220,280,770,433.92
M,40.5,124.9,160,157.5,185,502.5,284.87
M,40.5,91.5,222.5,147.5,250,620,397.61
M,40.5,82,160,120,192.5,472.5,321.18
M,39,91.75,220,157.5,240,617.5,395.47
M,36.5,92,200,135,225,560,358.17
M,36.5,99.9,220,155,260,635,391.02
M,36,102.85,250,165,290,705,428.8
M,36.5,91.35,290,155,285,730,468.53
M,35.5,118.1,365,220,320,905,522.55
M,36,150,370,275,305,950,510.87
M,36,58.5,180,127.5,200,507.5,437.47
M,35.5,91.8,232.5,162.5,252.5,647.5,414.58
M,35.5,72.9,237.5,157.5,242.5,637.5,465.88
M,33,57.95,170,97.5,190,457.5,397.53
M,32,80,200,115,225,540,372.36
M,31,116.2,270,210,277.5,757.5,439.83
M,29.5,103.5,252.5,165,277.5,695,421.62
M,29.5,72.85,245,142.5,280,667.5,488.02
M,28.5,121.2,190,132.5,230,552.5,316.26
M,27,81.85,220,127.5,240,587.5,399.76
M,26,80.4,262.5,137.5,270,670,460.64
M,24.5,64.5,160,110,212.5,482.5,384.63
M,24.5,105.3,265,180,275,720,433.73
M,24.5,65.2,150,97.5,212.5,460,363.72
M,24.5,73.2,225,145,250,620,451.86
M,23.5,74,212.5,152.5,257.5,622.5,450.47
M,23.5,93.9,220,142.5,290,652.5,413.25
M,22.5,81.1,190,127.5,255,572.5,391.63
M,22.5,58.45,167.5,120,187.5,475,409.75
M,23,119,330,202,355,887,510.84
M,21.5,94,195,142.5,225,562.5,356.07
M,21.5,110,210,120,220,550,325.75
M,21.5,89.7,245,140,252.5,637.5,412.9
M,21.5,65.05,165,90,232.5,487.5,386.13
M,21.5,92,237.5,137.5,245,620,396.55
M,21.5,103.2,270,157.5,275,702.5,426.68
M,21,82.5,260,150,270,680,460.63
M,20.5,57.75,145,97.5,185,427.5,372.56
M,20.5,64.85,182.5,117.5,215,515,408.86
M,20,58.3,172.5,107.5,202.5,482.5,417.12
M,20.5,52.9,130,100,160,390,367.56
M,19.5,103.55,240,170,311,721,437.3
M,19.5,80.85,212.5,135,252.5,600,411.18
M,19.5,120.1,250,160,305,715,410.52
M,19,136.65,242.5,145,255,642.5,354.53
M,18.5,73.35,202.5,150,235,587.5,427.6
M,19,72.5,215,105,240,560,410.74
M,18.5,115.6,250,160,265,675,392.63
M,18.5,81.5,207.5,142.5,230,580,395.63
M,18.5,72.35,207.5,125,242.5,575,422.32
M,18,150,300,137.5,240,677.5,364.33
M,18.5,92.65,230,125,230,585,372.88
M,17.5,80.1,135,100,190,425,292.84
M,17.5,98.8,215,130,245,590,365.07
M,17.5,117.3,240,130,275,645,373.29
M,17.5,90.95,207.5,140,240,587.5,377.89
M,17.5,105.5,237.5,132.5,230,600,361.17
M,17.5,72,157.5,117.5,220,495,364.75
M,17.5,49.05,105,75,140,320,324.46
M,17.5,55.95,162.5,90,180,432.5,387.42
M,16.5,75.5,147.5,100,200,447.5,319.69
M,16.5,57.65,155,95,185,435,379.66
M,16.5,62.55,165,90,172.5,427.5,348.97
M,16.5,49.75,115,80,150,345,344.9
M,16.5,78.5,202.5,127.5,225,555,387.04
M,16.5,101.95,200,97.5,247.5,545,332.7
M,16.5,63.85,180,97.5,195,472.5,379.59
M,16.5,81.65,170,100,210,480,327.07
M,16.5,107,180,105,200,485,290.32
F,46.5,108.55,105,75,135,315,260.83
F,44.5,83.75,146,70,191,407,375.03
F,38,67.7,145,75,170,390,401.95
F,36.5,63.25,115,52.5,127.5,295,316.51
F,33.5,86.85,190,92.5,187.5,470,425.79
F,33.5,45.5,67.5,50,75,192.5,258.46
F,32,123.1,110,55,110,275,219.12
F,29.5,98.55,150,75,150,375,321.84
F,29.5,72.65,115,47.5,145,307.5,304.65
F,26.5,60.8,130,60,160,350,384.78
F,26.5,51.1,115,72.5,140,327.5,404.09
F,25.5,65.15,135,95,157.5,387.5,408.44
F,25.5,54.6,135,65,152.5,352.5,415.56
F,25.5,55.35,80,50,120,250,292.04
F,25.5,93.35,165,95,175,435,381.73
F,24,61.05,135,65,150,350,383.79
F,23.5,56.75,105,50,137.5,292.5,336.08
F,23.5,58.7,85,42.5,117.5,245,275.4
F,23.5,49.5,130,67.5,167.5,365,460.64
F,21.5,54.35,150,95,180,425,502.58
F,21.5,68.75,160,80,190,430,439.29
F,19.5,41.8,52.5,30,90,172.5,247.27
F,19.5,60.95,152.5,67.5,142.5,362.5,397.91
F,18.5,61,85,35,110,230,252.34
F,17.5,49.6,85,40,120,245,308.75
F,16.5,54.8,90,52.5,115,257.5,302.82
F,16.5,68.1,100,60,117.5,277.5,285.03
F,16.5,44.35,65,40,80,185,253.27
F,22,46.74,107.5,55,142.5,305,401.37
F,22.5,46.66,95,52.5,135,282.5,372.23
F,20.5,46.32,120,55,140,315,417.32
F,20.5,45.77,57.5,57.5,112.5,227.5,304.1
F,20,46.05,126,62.5,155.5,344,457.73
F,22.5,51.65,67.5,45,80,192.5,235.74
F,22.5,51.79,117.5,65,132.5,315,385.04
F,21.5,49.33,125,67.5,153.5,346,437.74
F,20.5,51.07,122.5,65,159,346.5,427.71
F,20.5,51.05,90,62.5,130,282.5,348.81
F,25,56.89,130,65,183.5,378.5,434.19
F,23.5,57,135,77.5,140,352.5,403.86
F,24,56.65,122.5,57.5,150,330,379.61
F,24,56.06,160,85,175,420,486.49
F,24,56.89,130,75,185.5,390.5,447.96
F,23.5,56.73,165.5,90,184,439.5,505.1
F,23.5,56.2,140,80,145,365,422.08
F,22.5,56.38,140,75,147.5,362.5,418.31
F,22,55.99,120,55,150,325,376.76
F,21.5,55.17,87.5,52.5,115,255,298.53
F,21,56.95,127.5,70,170,367.5,421.28
F,18.5,54.57,112.5,55,125,292.5,344.95
F,25,62.4,142.5,100,198,440.5,476.54
F,24.5,61.78,135,70,155,360,391.86
F,25,60.76,122.5,75,175,372.5,409.68
F,23.5,62.32,142.5,75,155,372.5,403.3
F,23.5,62.72,132.5,77.5,142.5,352.5,380.15
F,23,62.36,152.5,80,175,407.5,441.02
F,21.5,62.2,155,87.5,162.5,405,439
F,20.5,61.98,145,87.5,172.5,405,439.96
F,20.5,59.62,112.5,50,130,292.5,325.56
F,20.5,61.13,127.5,80,155,362.5,397.18
F,19.5,61.57,155,87.5,185,427.5,466.31
F,19.5,60.16,147.5,70,140,357.5,395.64
F,24.5,68.81,157.5,87.5,203,448,457.45
F,24.5,67.38,122.5,72.5,130,325,335.87
F,23.5,68.99,135,55,150,340,346.66
F,23.5,65.7,160,90,175,425,445.74
F,23.5,68.23,195,110,192.5,497.5,510.45
F,22.5,68.21,137.5,62.5,167.5,367.5,377.13
F,22.5,68.22,160,75,180,415,425.84
F,22,66.87,142.5,90,170,402.5,417.8
F,20.5,68.59,132.5,92.5,190,415,424.53
F,20.5,67.78,110,60,147.5,317.5,327
F,19.5,67.68,155,110,187.5,452.5,466.44
F,19.5,68.04,165,85,185,435,447.04
F,19.5,65.81,177.5,80,175,432.5,453.16
F,18.5,63.87,152.5,55,125,332.5,354.65
F,18.5,68.62,132.5,75,127.5,335,342.6
F,24.5,75.26,175,110.5,182.5,468,454.99
F,25,75.58,167.5,82.5,155,405,392.86
F,25,75.26,172.5,100,192.5,465,452.07
F,24.5,74.79,120,70,150,340,331.64
F,23,75.21,167.5,95,150,412.5,401.17
F,22.5,70.17,135,87.5,165,387.5,391.33
F,23,74.31,177.5,92.5,177.5,447.5,438
F,22,75.17,160,77.5,185,422.5,411.01
F,22,74.06,152.5,87.5,182.5,422.5,414.27
F,21.5,74.42,172.5,87.5,182.5,442.5,432.76
F,22,75.73,177.5,80,210,467.5,453.02
F,21.5,74.59,165,108.5,177.5,451,440.54
F,21.5,75.32,152.5,90,187.5,430,417.87
F,21.5,72.84,125,65,125,315,311.64
F,24,125.67,195,100,190,485,384.42
F,21.5,85.22,130,70,145,345,315.3
F,20.5,92.43,130,62.5,142.5,335,295.22
F,20.5,107.14,195,82.5,165,442.5,368.08
F,19,94.53,130,70,150,350,305.52
F,17.5,84.01,122.5,70,162.5,355,326.64
F,25,82.99,150,75,147.5,372.5,344.74
F,24.5,82.12,152.5,62.5,185,400,372.08
F,23.5,83.99,173,95,192.5,460.5,423.75
F,22.5,78.9,152.5,70,175,397.5,377.15
F,22.5,81.62,165,70,172.5,407.5,380.19
F,21,77.29,107.5,45,125,277.5,266.07
F,20,79.61,132.5,72.5,132.5,337.5,318.79
F,19,81.52,160,75,160,395,368.75
F,17.5,80.01,162.5,72.5,160,395,372.17
F,17.5,83.7,145,98,182.5,425.5,392.19
M,24.5,102.84,235,155,260,650,395.36
M,24.5,104.7,242.5,152.5,265,660,398.5
M,25,104.6,305,205.5,345,855.5,516.75
M,23.5,104.29,285,160,285,730,441.47
M,24,97.95,255,152.5,270,677.5,420.83
M,23.5,104.97,292.5,187.5,312.5,792.5,478.01
M,24,103.96,282.5,208,265,755.5,457.48
M,23.5,104.42,255,165,290,710,429.16
M,22.5,104.09,312.5,212.5,330,855,517.47
M,21.5,104.12,292.5,160,280,732.5,443.28
M,21.5,104.37,250,175,250,675,408.08
M,21.5,104.87,240,157.5,320,717.5,432.94
M,21.5,103.77,295,190,282.5,767.5,465.1
M,21.5,102.95,235,155,75,465,282.71
M,21.5,101,255,190,287.5,732.5,448.94
M,21.5,100.32,172.5,112.5,225,510,313.48
M,21.5,99.45,250,155,300,705,434.98
M,20.5,103.54,265,165,305,735,445.81
M,20.5,103.62,255,180,282.5,717.5,435.06
M,19.5,103.42,280,195,287.5,762.5,462.71
M,24,150.5,332.5,243.5,367,943,506.66
M,23.5,146.96,310,207.5,325,842.5,455.57
M,23,156.57,310,190,345,845,449.26
M,24,128.48,265,162.5,260,687.5,386.34
M,23,149.25,350,190,250,790,425.4
M,22.5,129.53,75,192.5,75,342.5,191.99
M,22,122.85,285,185,320,790,450.22
M,22,156.16,300,167.5,327.5,795,422.97
M,22,152.65,260,180,300,740,396.08
M,20.5,167.25,308,180,290,778,406.58
M,19.5,143.08,255,175,285,715,389.47
M,24.5,118.66,292.5,165,287.5,745,429.47
M,25,119.21,285,187.5,300,772.5,444.63
M,24.5,119.59,292.5,165,341,798.5,459.11
M,24.5,117.49,260,165,255,680,393.33
M,24.5,119.6,317.5,185,330.5,833,478.93
M,24,107.22,280,192.5,290,762.5,456.06
M,23.5,114.6,310,180,307.5,797.5,465.31
M,23.5,119.13,310,195,335,840,483.59
M,22.5,117.7,328,160,322.5,810.5,468.52
M,23,119.68,230,105,240,575,330.52
M,23,115.73,210,130,250,590,343.06
M,21,119.99,272.5,150,277.5,700,402.03
M,21.5,114.64,185,140,230,555,323.78
M,21.5,112.38,202.5,120,235,557.5,327.58
M,21.5,113.66,227.5,135,272.5,635,371.59
M,21.5,117.81,272.5,135,282.5,690,398.74
M,19.5,118.9,292.5,155,220,667.5,384.53
M,19.5,118.19,285,200,307.5,792.5,457.47
M,18.5,114.05,285,150,337.5,772.5,451.5
M,24.5,58.57,150,102.5,180,432.5,372.44
M,24,57.81,185,112.5,190,487.5,424.47
M,23.5,58.45,167.5,97.5,200,465,401.12
M,21.5,58.15,167.5,110,230.5,508,440.12
M,20.5,57.42,95,62.5,140,297.5,260.54
M,20.5,55.94,122.5,80,165,367.5,329.24
M,19.5,58.7,157.5,97.5,210,465,399.68
M,24.5,65.03,202.5,120,225,547.5,433.75
M,25,65.81,195,140,240,575,451.49
M,25,65.78,205,142.5,215,562.5,441.83
M,23.5,65.99,192.5,122.5,230,545,427.07
M,23,65.93,220,127.5,270.5,618,484.6
M,22.5,65.2,217.5,125,240,582.5,460.58
M,22.5,65.61,220,152.5,245,617.5,485.96
M,23,65.84,195,127.5,220,542.5,425.83
M,21.5,65.6,175,127.5,222.5,525,413.22
M,21.5,64.66,180,115,225,520,413.75
M,21,65.77,182.5,112.5,237.5,532.5,418.31
M,20,64.44,197.5,150.5,235,583,465.07
M,20,65.5,217.5,151,207.5,576,453.87
M,19,65.42,233,117.5,250,600.5,473.61
M,18.5,65.73,180,120,205,505,396.89
M,24,71.91,227.5,130,267.5,625,460.92
M,23.5,73.24,225,175.5,245,645.5,470.28
M,23.5,73.81,217.5,165,235,617.5,447.6
M,24,73.5,227.5,147.5,232.5,607.5,441.57
M,22.5,73.63,227.5,150,237.5,615,446.5
M,23,73.45,212.5,117.5,240,570,414.49
M,22.5,70.84,232.5,147.5,267.5,647.5,482.39
M,22,74,197.5,173.5,230,601,434.91
M,20.5,70.95,185,122.5,225,532.5,396.3
M,21,73.58,237.5,130,275,642.5,466.67
M,20.5,73.01,170,102.5,200,472.5,344.95
M,20.5,73.98,217.5,140,275,632.5,457.79
M,20,73.55,217.5,130,260,607.5,441.37
M,19.5,73.58,212.5,122.5,250,585,424.91
M,18.5,71.83,205,125,242.5,572.5,422.52
M,22,82.86,225,190.5,250,665.5,449.7
M,24.5,80.83,225,132.5,260,617.5,423.23
M,24.5,82.17,237.5,145,245,627.5,426.03
M,23.5,81.72,235,160,280,675,459.72
M,23.5,82.44,262.5,172.5,290,725,491.31
M,23.5,80.57,227.5,157.5,290,675,463.51
M,24,81.84,230,150,252.5,632.5,430.41
M,23.5,82.66,247.5,172.5,297.5,717.5,485.5
M,22.5,81.35,227.5,160,265,652.5,445.56
M,22,82.48,260,140,317.5,717.5,486.1
M,22.5,82.7,237.5,157.5,240,635,429.56
M,22.5,75.86,215,135,260,610,434.47
M,21.5,79.8,240,122.5,237.5,600,414.34
M,22,82.24,240,150,300,690,468.24
M,21,82.43,252.5,167.5,265,685,464.24
M,20.5,82.24,227.5,140,262.5,630,427.52
M,20,82.08,240,132.5,305,677.5,460.27
M,19.5,81.23,207.5,102.5,240,550,375.89
M,18.5,79.14,202.5,157.5,275,635,440.68
M,25,91.54,222.5,130,265,617.5,395.92
M,23.5,92.54,280,175,342.5,797.5,508.63
M,23.5,92.12,210,140,237.5,587.5,375.52
M,23.5,92.16,303,145,302.5,750.5,479.61
M,24,92.64,257.5,182.5,300,740,471.71
M,22.5,91.09,225,160,295,680,437.05
M,22.5,92.48,240,145,275,660,421.06
M,22.5,92.51,252.5,152.5,267.5,672.5,428.97
M,22,92.4,195,120,250,565,360.61
M,21.5,91.76,242.5,175,322.5,740,473.9
M,22,92.61,255,155,270,680,433.53
M,21.5,92.93,240,170,275,685,435.99
M,22,91.82,237.5,152.5,260,650,416.13
M,21,91.51,195,152.5,225,572.5,367.13
M,20.5,91.45,245,155,240,640,410.54
M,20,92,260,165,290,715,457.31
M,20,91.12,250,170,290,710,456.26
M,21.5,58.57,175,120,205,500,430.57
M,27.5,58.5,150,112.5,157.5,420,362.04
M,19.5,58.66,137.5,97.5,160,395,339.71
M,18.5,58.31,135,87.5,150,372.5,321.98
M,22.5,58.73,115,75,150,340,292.12
M,25.5,57.38,120,80,137.5,337.5,295.75
M,19.5,65.9,215,137.5,260,612.5,480.45
M,20.5,65.84,215,125,227.5,567.5,445.45
M,19.5,64.56,187.5,132.5,225,545,434.15
M,23.5,65.82,177.5,122.5,210,510,400.41
M,21.5,65.61,150,145,200,495,389.56
M,19.5,65.77,165,112.5,202.5,480,377.07
M,21.5,64.37,162.5,107.5,202.5,472.5,377.24
M,22.5,65.45,142.5,110,187.5,440,346.91
M,22.5,65.39,155,100,180,435,343.2
M,19.5,64.71,142.5,102.5,187.5,432.5,343.92
M,21.5,65.45,130,85,217.5,432.5,340.99
M,18.5,65.19,145,87.5,190,422.5,334.1
M,21,73.43,212.5,145,260,617.5,449.12
M,21.5,73.93,212.5,150,255,617.5,447.13
M,23.5,73.52,217.5,135,210,562.5,408.78
M,24.5,73.98,195,120,212.5,527.5,381.79
M,21.5,73.89,200,125,200,525,380.28
M,19.5,72.8,197.5,107.5,205,510,373.04
M,21.5,73.77,185,117.5,200,502.5,364.37
M,22.5,70.36,170,112.5,215,497.5,372.38
M,20.5,72.55,170,112.5,207.5,490,359.23
M,20.5,73.75,172.5,130,187.5,490,355.37
M,20.5,72.66,170,117.5,200,487.5,357.04
M,20.5,73.74,175,120,185,480,348.15
M,19.5,73.13,167.5,100,210,477.5,348.23
M,23.5,82.55,252.5,160,292.5,705,477.4
M,20,82.92,225,162.5,285,672.5,454.24
M,20.5,80.61,240,162.5,255,657.5,451.36
M,22.5,82.31,227.5,142.5,280,650,440.88
M,20.5,80.42,200,165,275,640,439.95
M,19.5,82.92,240,135,260,635,428.91
M,26.5,81.36,225,157.5,247.5,630,430.17
M,23.5,82.73,230,150,240,620,419.32
M,24.5,81.93,217.5,170,227.5,615,418.24
M,23.5,82.46,192.5,142.5,265,600,406.55
M,19.5,82.85,185,162.5,227.5,575,388.57
